Ciudad;Año;Mes;Casos_Asma;Casos_Bronquitis;Casos_Neumonia;Casos_EPOC;Urgencias_Respiratorias;Hospitalizaciones;Mortalidad_Respiratoria;Edad_Promedio_Pacientes;Costo_Promedio_Paciente
Manizales;2021;3;20;11;5;12;25;12;0;51.098.173.697.971.800;40.909.254.855.060.900
Bucaramanga;2022;7;22;11;16;10;26;4;4;5.772.184.627.343.780;2.801.133.778.358.190
Bucaramanga;2017;6;15;12;10;4;40;8;1;35.807.599.716.307.100;25.108.402.542.833.400
Santa Marta;2024;3;21;15;18;10;36;12;4;4.858.030.485.651.050;7.697.221.058.689.170
Bogotá;2017;12;22;17;9;10;33;14;2;34.897.681.015.874.700;8.238.688.270.789.350
Pereira;2023;3;21;15;16;6;27;9;0;4.483.053.236.437.040;50.794.244.821.239.800
Santa Marta;2022;5;20;20;8;5;34;12;1;8.772.927.530.855.500;36.345.837.840.967.800
Cali;2015;4;11;11;6;8;24;11;3;4.569.916.398.322.470;43.011.817.695.338.700
Cali;2016;9;18;18;16;8;27;11;2;5.309.098.187.869.920;39.670.849.647.403.700
Cali;2018;12;20;17;6;18;24;19;7;5.906.749.923.375.570;48.089.261.086.864.100
Cúcuta;2020;1;27;9;11;10;30;15;1;5.254.160.863.768.910;4.772.997.712.201.730
Cartagena;2017;1;18;15;8;10;29;9;4;624.795.425.533.517;21.627.321.453.773.700
Medellín;2018;12;19;14;11;8;33;7;1;2.936.146.722.477.900;32.064.778.442.224.700
Barranquilla;2018;12;16;18;10;7;27;8;0;5.963.041.176.022.770;7.331.136.978.290.460
Manizales;2024;5;19;15;7;11;30;12;2;16.802.911.830.958;5.066.471.331.303.280
Santa Marta;2021;8;21;8;9;8;30;17;0;49.200.357.565.257.500;5.493.644.929.278.460
Bogotá;2021;4;27;15;12;10;28;8;0;25.950.901.296.895.300;19.509.228.529.448.400
Medellín;2021;9;18;20;5;10;39;15;2;22.644.234.203.449.500;5.815.978.107.004.130
Pereira;2018;7;20;12;7;6;33;13;3;4.655.778.382.922.390;4.762.508.459.476.490
Pereira;2019;3;23;26;10;10;35;5;1;6.270.430.981.363.810;49.169.863.855.568.000
Cali;2018;6;12;14;8;11;32;9;1;550.275.435.758.675;7.117.846.037.432.910
Cartagena;2023;6;18;19;10;8;29;6;1;7.262.276.833.631.410;23.352.784.142.262.000
Pereira;2018;5;24;14;11;3;28;14;3;4.528.170.669.562.200;622.276.227.700.651
Santa Marta;2015;8;13;14;17;7;30;8;1;32.853.563.832.667.000;8.033.949.674.089.770
Cúcuta;2022;11;22;11;11;10;23;14;3;5.843.599.548.153.190;48.222.901.640.328.300
Medellín;2020;1;17;10;12;13;30;14;5;47.185.913.077.717.500;4.141.372.578.843.680
Santa Marta;2016;11;18;19;9;7;31;15;2;55.639.693.711.943.700;3.290.788.394.779.380
Pereira;2015;12;25;12;7;4;31;21;0;30.105.547.293.457.400;3.128.420.502.192.150
Cali;2024;11;23;18;11;12;30;17;1;7.043.690.262.753.870;41.117.198.761.103.600
Cúcuta;2021;10;20;10;8;7;27;17;3;325.885.682.976.055;45.415.937.644.716.800
Cartagena;2022;4;16;14;12;5;27;15;1;41.372.830.015.623.400;2.494.793.891.299.610
Cartagena;2024;7;23;12;12;6;25;12;1;4.738.396.413.533.930;9.551.457.378.702.360
Barranquilla;2023;6;17;8;13;6;27;10;3;5.108.786.671.381.710;45.857.565.002.989.500
Pereira;2018;7;25;15;11;13;30;16;0;3.486.171.944.944.000;5.604.943.085.505.740
Bogotá;2021;3;24;14;7;8;29;10;3;8.786.407.416.367.720;5.356.671.300.663.520
Bucaramanga;2019;3;19;18;11;5;28;10;1;579.443.148.936.936;25.864.975.609.304.800
Manizales;2016;1;30;17;5;5;29;19;2;45.849.752.079.859.800;6.832.752.158.300.430
Pereira;2017;7;22;18;15;9;28;14;2;7.622.348.081.108.610;7.884.059.578.627.630
Barranquilla;2022;4;19;10;11;7;20;20;2;8.231.959.476.723.610;6.728.535.058.704.880
Cúcuta;2024;9;18;16;13;7;31;16;1;5.557.318.902.928.490;6.901.687.624.166.320
Cali;2019;5;17;12;5;12;21;10;1;495.825.508.491.362;10.127.392.963.256.800
Pereira;2017;5;27;21;8;8;24;14;1;43.765.984.800.183.500;9.175.102.204.608.230
Santa Marta;2022;9;22;14;10;13;39;18;2;22.438.404.688.297.600;8.361.836.407.846.060
Santa Marta;2021;12;16;10;10;10;26;13;3;4.158.701.941.164.410;605.245.308.400.054
Cartagena;2021;1;18;17;18;12;46;12;3;41.237.468.978.493.200;3.964.011.978.288.230
Cartagena;2021;6;22;18;11;7;40;12;1;39.497.851.178.244.900;3.167.730.449.615.730
Manizales;2019;8;18;13;8;12;27;7;2;28.234.932.033.944.800;6.088.453.586.340.010
Cartagena;2018;1;16;16;11;6;33;17;2;4.105.490.624.371.420;100000.0
Manizales;2020;12;17;14;13;6;34;10;1;4.123.006.866.051.750;35.414.492.908.990.500
Cúcuta;2020;10;19;9;12;5;21;10;3;2.105.466.660.555.910;6.619.419.499.849.620
Cartagena;2020;9;24;12;5;10;33;15;2;2.192.259.354.959.790;21.854.348.539.701.400
Medellín;2022;8;21;15;12;5;27;12;4;683.497.995.208.647;567.454.103.168.164
Santa Marta;2020;6;17;9;17;9;21;4;4;2.682.100.062.550.920;6.731.407.438.941.390
Bucaramanga;2024;9;20;11;10;8;21;12;2;60.250.679.617.982.800;4.388.974.467.853.720
Cúcuta;2018;3;18;10;7;4;25;8;3;63.735.251.366.498.300;4.722.463.190.207.810
Cúcuta;2024;4;24;15;8;9;39;10;5;7.193.264.514.730.680;45.431.706.446.267.200
Cartagena;2024;3;26;11;13;8;37;11;3;33.849.128.898.153.600;3.663.846.445.876.850
Medellín;2018;5;25;20;10;15;37;6;1;29.197.738.936.967.800;6.270.708.753.667.340
Bucaramanga;2019;11;20;11;6;12;34;9;2;8.063.742.062.039.600;5.293.906.956.714.300
Barranquilla;2021;12;16;13;7;10;28;10;2;3.502.734.826.177.990;8.258.827.896.485.450
Barranquilla;2015;1;20;11;11;3;29;10;5;544.124.025.822.238;4.425.464.241.990.650
Cali;2015;1;14;18;7;9;23;12;2;7.296.273.692.704.340;5.974.833.047.183.770
Bogotá;2019;2;21;19;11;9;33;11;1;6.278.800.629.178.330;4.408.741.399.276.470
Cúcuta;2019;1;17;15;10;6;30;14;0;41.114.559.706.955.500;8.526.067.582.060.090
Bucaramanga;2015;3;21;15;9;10;31;15;3;4.243.723.787.535.630;44.904.262.331.201.200
Santa Marta;2021;2;19;22;9;7;28;15;4;5.344.211.131.568.290;100000.0
Cali;2021;10;18;17;7;9;25;17;0;21.114.698.735.974.900;5.194.084.432.683.180
Bogotá;2018;7;21;6;6;6;28;14;1;3.284.779.569.727.170;571.882.518.115.124
Bucaramanga;2016;8;15;17;12;8;32;12;3;54.264.225.337.497.600;4.119.403.969.950.710
Barranquilla;2016;2;7;21;11;10;30;11;2;4.250.217.034.353.970;7.491.554.421.291.910
Bogotá;2018;4;14;17;7;9;25;12;1;4.696.166.401.045.740;6.505.082.635.269.170
Santa Marta;2016;8;14;9;16;4;32;11;1;22.401.205.192.598.400;5.361.380.633.909.670
Barranquilla;2015;11;27;13;2;11;28;11;4;44.532.337.663.853.100;7.241.465.642.711.000
Medellín;2015;10;31;10;13;7;40;8;5;319.475.073.578.788;2.586.731.079.016.810
Cali;2022;1;15;14;4;3;33;14;2;2.815.483.246.545.640;20.384.419.993.354.700
Santa Marta;2016;11;19;9;12;5;19;7;0;597.798.263.364.895;47.429.806.836.358.900
Santa Marta;2023;8;32;11;11;7;32;11;0;35.629.635.318.483.900;7.262.697.511.761.510
Manizales;2016;8;25;19;9;12;33;10;2;360.246.223.685.389;6.437.485.166.109.160
Manizales;2018;2;9;12;9;6;28;10;4;4.050.686.448.550.440;31.177.236.319.403.400
Cartagena;2021;3;26;11;11;12;37;9;2;6.385.741.119.156.620;21.855.460.684.928.700
Santa Marta;2021;9;24;15;14;9;27;21;2;8.162.662.382.003.060;6.209.254.532.230.370
Medellín;2024;10;16;10;11;9;34;18;3;4.403.948.205.395.650;587.350.494.113.296
Cúcuta;2022;5;23;24;15;8;29;14;1;8.041.071.369.118.990;38.100.251.180.023.600
Cúcuta;2017;7;14;24;9;5;30;10;1;14.419.783.023.236.100;6.175.686.134.961.080
Cúcuta;2015;5;14;13;11;8;30;11;3;3.107.855.288.880.310;3.299.921.786.028.950
Bucaramanga;2018;10;25;9;11;3;28;12;5;35.802.581.793.161.200;4.859.088.678.180.720
Bogotá;2017;2;27;14;8;9;31;13;0;63.790.278.974.045.200;4.608.220.494.470.230
Bucaramanga;2018;2;19;13;9;16;25;12;1;58.285.565.036.974.000;30.931.177.521.952.900
Pereira;2020;1;21;7;12;8;36;15;6;56.218.902.226.937.300;100000.0
Barranquilla;2015;6;20;16;10;10;32;12;1;2.040.306.073.590.040;26.206.072.296.511.600
Bucaramanga;2015;7;23;13;12;10;25;9;2;16.171.591.349.439.000;5.238.846.020.741.510
Pereira;2016;5;14;9;15;4;35;11;2;3.721.646.409.500.210;8.947.449.367.305.840
Bucaramanga;2024;3;24;21;8;5;36;11;2;25.142.211.571.461.800;524.434.865.875.227
Barranquilla;2024;11;18;19;8;9;28;8;1;596.360.101.168.994;3.684.602.047.677.130
Manizales;2017;10;21;14;9;12;38;10;3;3.462.197.760.280.120;7.415.665.311.672.210
Cartagena;2019;10;22;14;10;7;33;11;1;6.417.514.146.877.800;7.443.521.049.402.700
Bogotá;2023;9;23;8;11;14;28;11;2;3.830.289.946.688.220;4.861.068.972.336.350
Cali;2020;11;19;8;9;7;37;10;2;40.743.367.359.763.400;4.699.276.080.200.060
Cali;2019;11;15;23;16;7;33;21;2;22.933.176.080.704.100;6.643.065.058.223.780
Bogotá;2022;12;14;18;10;5;27;7;1;1.497.639.500.702.770;45.471.476.701.588.000
Barranquilla;2015;8;16;11;11;7;30;8;2;6.700.035.586.844.220;35.359.029.955.893.800
Medellín;2021;2;21;17;9;7;46;14;1;36.947.005.337.667.800;516.893.494.065.438
Santa Marta;2022;3;26;16;10;12;23;14;1;44.886.539.005.880.300;5.124.562.584.415.670
Bogotá;2023;7;20;15;14;14;38;10;1;4.759.245.608.479.150;248.324.023.651.062
Bucaramanga;2023;11;28;19;6;8;23;10;0;4.129.835.255.478.290;5.624.648.851.031.670
Manizales;2022;9;18;18;7;7;24;12;1;18.957.537.728.564.400;50.496.019.012.023.200
Barranquilla;2024;2;21;17;10;7;27;11;6;35.328.616.827.099.200;5.126.208.547.365.550
Cartagena;2017;10;23;10;14;5;27;12;3;6.556.486.725.769.850;4.812.083.238.605.210
Cúcuta;2020;7;20;13;11;10;41;4;4;36.033.944.242.142.200;39.111.065.452.015.700
Pereira;2019;8;26;9;9;5;15;10;6;40.350.409.688.239.100;581.403.291.416.293
Medellín;2017;6;25;16;14;8;24;8;1;34.370.816.849.229.200;5.697.105.201.985.250
Santa Marta;2016;6;29;19;12;4;27;4;0;21.576.049.241.875.800;7.135.904.604.689.200
Cali;2016;8;13;14;11;12;27;20;3;6.047.901.057.027.750;9.381.384.023.501.700
Cúcuta;2024;11;14;12;12;6;32;7;0;7.667.714.802.809.730;388.876.141.622.765
Cartagena;2024;3;18;17;7;4;36;10;2;3.354.535.383.492.570;37.347.340.506.999.900
Bogotá;2024;8;23;25;13;8;28;17;2;7.567.968.697.744.180;6.888.606.681.696.080
Cúcuta;2018;12;19;6;18;14;28;4;3;44.358.536.335.741.400;8.529.762.848.114.040
Pereira;2023;11;17;16;11;14;30;14;1;4.527.728.925.735.540;5.970.219.172.966.980
Santa Marta;2016;10;28;24;5;10;30;9;4;18.471.761.702.046.600;7.008.597.418.049.920
Manizales;2019;1;25;22;14;8;37;15;2;5.579.292.466.941.490;3.729.268.724.060.840
Manizales;2022;2;22;21;7;10;25;14;1;63.885.811.237.242.300;5.537.479.870.759.510
Pereira;2024;6;20;11;7;6;34;8;2;12.387.756.313.616.000;3.586.773.674.909.320
Barranquilla;2016;2;12;21;10;8;25;11;2;43.433.331.830.782.700;14.383.444.842.188.500
Manizales;2021;10;21;24;12;10;33;8;1;379.783.488.844.634;100000.0
Pereira;2020;2;23;9;12;10;34;11;2;21.478.293.911.395.200;7.792.514.178.256.670
Santa Marta;2015;3;21;10;4;2;25;7;1;6.047.628.376.116.640;5.383.618.029.655.700
Cali;2021;3;19;14;10;7;36;16;2;4.147.788.688.985.960;30.342.243.206.208.400
Medellín;2024;4;22;11;12;7;28;12;1;40.782.797.835.038.200;10.321.973.456.857.100
Medellín;2023;9;26;16;12;5;34;15;3;3.487.382.593.194.250;5.501.296.893.313.630
Manizales;2015;9;18;12;6;5;28;14;3;7.744.977.865.345.290;2.899.579.539.715.640
Cúcuta;2016;11;16;16;10;4;33;14;2;5.835.611.715.185.910;518.471.245.110.641
Pereira;2021;2;20;13;9;10;28;10;1;4.275.040.685.058.870;7.355.926.922.846.050
Santa Marta;2015;2;15;12;11;15;20;8;2;21.320.196.838.457.500;4.078.969.465.635.410
Santa Marta;2016;6;15;10;6;9;32;18;2;23.393.416.161.974.900;400.199.005.424.254
Manizales;2017;5;16;11;9;8;31;13;1;5.281.792.410.214.970;7.954.322.404.309.280
Cúcuta;2016;5;20;20;8;9;32;11;3;9.068.386.485.517.420;49.988.251.434.831.900
Barranquilla;2016;7;14;17;18;7;25;12;2;6.780.960.455.923.590;3.975.024.677.408.860
Santa Marta;2016;9;25;11;6;7;29;17;4;792.782.998.400.444;3.176.221.813.379.630
Manizales;2021;1;19;15;10;10;31;10;1;5.809.751.208.190.720;2.768.786.095.252.750
Cartagena;2024;5;24;17;10;8;33;18;5;1.0;19.062.427.541.307.800
Bogotá;2018;5;22;10;12;4;28;14;0;2.372.198.837.903.900;51.404.162.590.934.900
Santa Marta;2018;5;18;17;10;9;33;10;4;28.686.410.440.275.300;6.841.561.153.676.380
Barranquilla;2022;9;25;16;5;10;38;13;1;40.468.720.785.013.200;5.007.698.430.026.020
Bogotá;2019;11;19;22;11;5;27;15;1;36.655.338.477.526.200;39.875.133.405.201.200
Bogotá;2015;6;18;8;4;9;24;8;4;3.383.082.412.408.740;1.443.142.872.801.070
Manizales;2016;8;25;19;13;9;38;9;1;3.665.212.353.030.590;6.774.568.941.479.780
Cali;2024;8;27;13;8;8;33;6;5;6.823.354.887.878.300;23.958.041.222.357.900
Cúcuta;2017;6;20;18;13;12;35;12;3;58.696.401.686.016.800;21.250.792.887.620.300
Manizales;2018;6;19;9;14;6;35;6;1;6.206.678.254.088.610;7.384.192.949.058.910
Bucaramanga;2023;10;26;16;12;8;29;14;3;6.133.244.812.732.670;7.240.454.095.340.600
Medellín;2024;8;13;16;7;6;30;10;4;6.329.669.899.548.320;388.027.067.876.812
Cartagena;2024;11;22;20;11;10;30;11;0;6.724.115.193.270.920;5.908.394.283.797.930
Pereira;2019;1;21;9;6;5;34;11;1;291.814.809.702.741;577.830.527.025.805
Barranquilla;2020;9;19;19;6;11;26;15;0;6.842.604.259.058.820;8.392.813.980.062.170
Pereira;2017;11;23;16;8;6;32;11;1;1.259.995.710.884.460;25.758.838.242.272.700
Cúcuta;2016;9;17;15;18;6;30;12;2;5.604.075.404.362.970;5.730.573.072.038.020
Pereira;2016;8;30;16;9;9;30;7;2;46.328.256.188.644.700;2.854.244.581.760.730
Bucaramanga;2020;4;16;8;8;5;28;8;4;6.624.987.173.094.080;7.414.639.603.369.770
Medellín;2020;11;19;17;12;10;25;15;3;6.161.363.645.892.700;8.230.584.352.035.430
Pereira;2021;11;21;16;14;3;36;16;2;16.677.560.462.444.300;7.384.048.123.114.260
Barranquilla;2023;1;26;12;10;7;25;14;0;3.181.110.298.412.610;2.240.263.291.178.890
Bogotá;2017;2;17;14;11;6;31;8;2;4.158.214.721.979.930;34.455.367.542.219.100
Cartagena;2021;1;18;12;9;12;26;13;3;7.111.720.422.416.310;4.872.102.795.066.270
Cali;2021;11;13;19;13;9;27;15;2;57.707.146.071.815.400;7.223.114.682.875.270
Cali;2022;12;21;10;8;6;27;8;2;24.465.346.589.503.200;7.858.963.154.839.100
Manizales;2019;3;24;17;9;8;32;17;1;4.201.188.944.216.530;330.274.754.434.463
Bogotá;2017;9;18;18;10;11;25;14;2;7.137.958.746.589.070;4.472.764.534.702.630
Cali;2016;6;24;10;14;8;30;9;0;6.937.677.944.011.380;7.421.301.075.568.090
Santa Marta;2018;5;26;20;8;6;34;21;1;4.116.126.012.229.030;4.150.569.090.466.270
Bucaramanga;2022;8;24;15;6;10;27;17;3;42.121.250.695.854.600;2.784.021.934.071.490
Pereira;2019;10;15;15;10;13;22;11;3;3.711.583.361.307.370;6.818.437.275.756.570
Bucaramanga;2015;3;19;13;10;13;26;17;1;3.573.732.227.927.220;6.475.601.209.767.940
Barranquilla;2017;12;20;10;12;8;31;14;3;22.713.625.673.077.800;7.040.962.339.051.820
Pereira;2019;12;15;11;15;8;27;10;3;35.224.584.799.788.000;4.637.539.393.750.960
Santa Marta;2020;12;15;14;12;8;36;10;3;684.783.615.182.153;6.005.088.219.394.690
Cartagena;2016;10;23;14;17;13;28;10;1;47.574.953.040.241.100;3.001.560.970.840.260
Santa Marta;2022;3;14;8;5;11;33;14;4;40.178.017.937.021.500;3.668.857.538.738.230
Bucaramanga;2021;5;21;12;4;12;40;12;4;55.128.497.186.555.000;5.857.481.340.158.100
Bogotá;2021;1;16;25;12;10;27;19;2;5.104.534.164.416.220;5.991.865.752.347.160
Barranquilla;2021;7;16;14;8;11;33;9;2;2.173.084.167.737.980;6.539.244.021.995.980
Barranquilla;2019;3;16;10;8;10;40;11;2;58.862.775.794.251.700;38.782.261.819.004.300
Cartagena;2016;11;15;14;14;12;24;18;2;6.720.046.146.539.740;6.680.114.345.813.930
Bogotá;2022;2;21;15;11;6;33;9;2;7.393.275.705.502.490;5.624.809.034.798.090
Barranquilla;2017;7;15;15;10;6;35;10;3;4.419.098.719.912.480;7.727.920.720.138.340
Manizales;2017;1;20;14;12;9;26;9;2;4.028.329.161.012.840;5.658.824.126.541.260
Bucaramanga;2016;1;23;21;8;13;19;12;0;24.392.501.753.630.200;8.045.412.682.486.200
Santa Marta;2016;9;22;19;9;8;32;6;1;588.134.897.479.867;5.924.459.860.714.710
Cartagena;2016;7;15;11;15;5;27;22;0;5.285.354.969.364.200;45.236.106.780.679.700
Bogotá;2020;3;14;17;14;5;30;11;4;27.760.467.872.912.500;52.043.276.226.134.200
Pereira;2022;5;23;18;6;5;33;12;1;4.386.753.246.207.950;3.100.091.394.369.680
Cartagena;2017;2;26;12;13;6;38;7;1;6.567.448.636.008.200;44.667.562.327.039.600
Pereira;2020;5;21;17;8;5;33;11;3;59.119.827.761.887.400;5.930.324.343.503.400
Bucaramanga;2017;9;20;17;5;5;36;9;1;5.397.967.252.812.310;8.174.609.328.575.910
Manizales;2023;10;11;23;9;6;38;20;0;43.692.818.779.755.900;4.485.634.736.581.230
Santa Marta;2015;5;36;21;14;9;25;12;0;6.416.815.841.218.560;8.033.448.585.597.270
Santa Marta;2021;1;18;20;11;7;34;10;1;48.014.233.511.216.700;4.794.643.706.925.290
Bogotá;2022;11;18;17;7;9;32;19;4;441.082.297.017.082;6.305.558.314.147.020
Bucaramanga;2023;8;29;8;8;6;36;12;2;3.956.206.079.688.570;100000.0
Cali;2019;6;17;15;14;5;27;15;2;13.158.158.749.073.000;6.355.855.534.255.580
Cali;2020;2;20;13;8;5;21;9;0;19.767.914.948.899.900;10.169.918.032.813.100
Cali;2019;11;9;13;8;10;32;4;1;63.967.922.155.016.400;7.947.859.543.131.100
Bucaramanga;2024;6;33;16;17;8;34;17;3;21.489.757.988.850.400;5.383.426.047.263.020
Pereira;2019;9;17;14;10;12;23;8;0;6.425.632.496.766.740;42.265.497.327.751.900
Cali;2021;3;14;14;11;11;19;13;3;35.855.002.004.130.900;6.304.476.226.388.280
Cali;2018;5;17;13;11;11;28;11;1;735.117.888.382.961;5.184.791.677.796.160
Cartagena;2020;7;22;15;13;9;22;11;1;432.739.082.952.152;3.612.891.477.091.540
Bucaramanga;2018;10;22;13;11;6;35;9;3;48.199.453.819.998.600;4.878.626.164.341.320
Bucaramanga;2016;2;15;17;10;8;30;5;5;25.739.389.054.433.200;564.814.768.252.232
Manizales;2016;11;25;21;16;13;43;15;0;23.823.935.571.606.800;6.129.288.311.406.520
Manizales;2018;1;23;21;7;7;24;7;2;10.251.158.040.791.800;400.695.658.641.668
Cali;2019;5;19;18;6;10;31;13;3;2.262.216.462.761.870;4.643.125.953.125.200
Cartagena;2015;4;16;13;3;11;39;16;1;43.248.967.849.716.900;807.144.800.722.101
Bogotá;2017;9;28;9;12;6;25;12;2;3.277.662.758.442.000;3.981.147.136.851.550
Bogotá;2019;10;11;26;15;6;32;15;2;5.937.706.154.615.240;5.354.960.816.042.720
Medellín;2022;4;21;20;13;13;27;14;0;384.395.384.840.262;6.324.014.780.113.040
Medellín;2018;7;24;8;7;1;23;17;3;7.903.655.289.123.730;100000.0
Manizales;2020;5;17;17;13;5;34;10;3;35.119.546.650.677.700;725.193.289.698.571
Cartagena;2018;5;29;16;10;12;25;13;4;1.0;9.867.847.073.291.200
Cali;2019;6;14;13;11;7;28;11;3;3.831.174.315.702.350;38.098.947.610.809.400
Manizales;2021;8;12;13;10;8;34;14;2;3.951.382.481.739.300;7.353.331.662.323.660
Cali;2022;4;15;12;9;10;24;14;1;50.937.176.825.080.600;7.816.254.350.795.980
Cali;2024;9;22;9;4;2;37;9;0;48.371.089.278.062.000;451.495.544.575.028
Barranquilla;2024;6;25;18;13;10;26;11;3;5.093.865.969.397.870;6.012.391.511.872.930
Cartagena;2022;8;15;13;10;16;27;16;2;4.213.827.371.040.600;46.388.641.878.543.700
Pereira;2021;4;17;17;8;12;30;9;3;3.795.025.322.937.050;7.673.702.524.082.770
Cúcuta;2018;9;20;16;6;11;31;15;4;3.221.385.145.116.670;7.454.302.062.770.460
Cartagena;2018;11;28;15;13;8;27;10;0;4.004.005.961.849.780;7.838.827.227.790.980
Pereira;2016;11;25;26;9;10;35;10;1;36.207.024.222.104.500;6.282.774.503.844.640
Cali;2023;9;16;19;6;13;27;16;4;62.713.404.419.394.400;21.990.148.693.197.900
Manizales;2020;1;17;17;9;8;26;12;2;6.873.236.107.629.720;4.691.145.177.705.830
Cali;2017;1;20;18;6;8;25;8;2;29.047.044.321.777.100;12.742.685.399.304.800
Santa Marta;2017;7;23;12;8;11;25;12;1;6.806.277.522.772.380;2.823.615.563.078.730
Cali;2015;3;17;13;19;10;24;18;3;7.675.916.677.536.890;7.399.156.034.900.240
Barranquilla;2016;7;22;18;5;6;34;14;4;4.567.978.105.459.680;7.047.567.652.918.090
Medellín;2019;1;13;16;11;8;36;14;1;7.421.748.562.448.980;363.536.881.604.678
Manizales;2023;1;16;11;9;11;29;17;0;7.944.471.639.923.260;41.961.561.052.833.700
Bucaramanga;2017;7;15;11;10;8;34;11;3;6.468.682.515.936.310;688.682.722.205.304
Cali;2021;4;19;15;9;4;35;8;1;61.667.121.549.418.400;6.246.157.529.602.190
Bogotá;2020;2;22;18;8;7;31;11;3;4.692.583.226.971.570;39.084.481.023.586.800
Santa Marta;2017;5;19;15;16;3;32;14;1;5.317.071.311.849.470;3.176.728.823.305.280
Cali;2018;5;11;13;15;10;27;13;2;3.982.850.932.523.740;8.419.988.594.873.030
Barranquilla;2019;4;15;16;11;7;33;16;5;33.793.752.072.608.300;5.264.862.927.070.220
Santa Marta;2016;9;8;12;3;6;37;11;1;4.476.657.221.663.030;51.454.537.336.080.200
Bogotá;2022;2;19;19;9;8;25;11;3;6.543.109.485.550.310;715.668.826.026.276
Pereira;2021;4;24;8;11;8;28;13;1;7.283.895.243.888.510;4.014.004.025.918.770
Medellín;2023;2;20;14;15;10;25;18;0;3.617.990.892.452.820;2.742.120.917.975.060
Cali;2022;11;17;15;9;9;28;9;5;523.133.348.958.127;5.358.941.864.378.830
Cartagena;2021;10;17;15;13;7;37;15;4;5.852.638.549.282.530;42.253.503.947.768.900
Cúcuta;2023;4;21;21;11;3;31;4;5;4.140.718.933.418.310;4.933.790.355.659.740
Bucaramanga;2024;6;21;12;11;4;34;14;1;46.601.156.060.278.900;6.053.787.201.397.330
Cali;2019;5;23;16;5;10;30;11;3;28.511.494.162.363.300;7.640.875.467.780.190
Cali;2017;11;21;8;14;13;27;9;2;32.603.207.894.408.100;50.566.403.973.950.000
Pereira;2020;10;21;16;11;9;35;10;2;5.245.980.868.664.400;3.445.313.839.467.120
Barranquilla;2023;10;17;18;11;5;25;12;0;3.383.959.654.663.200;49.231.854.918.694.700
Cartagena;2020;6;20;18;10;10;25;7;1;6.581.699.509.731.660;2.626.107.919.671.650
Barranquilla;2017;2;29;14;12;12;31;10;2;60.807.290.970.231.800;48.964.974.900.286.400
Cúcuta;2016;1;14;14;10;8;24;14;1;3.907.483.500.319.010;580.482.828.366.102
Pereira;2019;5;14;14;13;6;31;7;7;28.823.280.408.148.300;2.529.650.410.051.940
Manizales;2022;11;23;19;10;12;36;14;2;2.901.382.630.942.290;2.825.431.773.383.820
Barranquilla;2022;3;24;17;9;7;23;15;2;34.704.421.882.024.700;6.514.028.641.253.850
Cúcuta;2015;3;20;12;4;7;29;12;1;5.084.173.225.293.170;5.984.502.119.911.050
Pereira;2017;10;26;9;10;5;24;16;0;47.364.907.561.004.900;4.387.725.493.709.330
Pereira;2019;5;26;19;16;6;29;13;0;6.873.377.776.691.920;20.413.831.154.886.300
Santa Marta;2015;3;15;14;15;12;31;8;3;7.010.627.448.650.690;2.646.425.344.211.260
Medellín;2020;6;20;22;5;8;33;17;4;33.555.452.030.146.200;4.202.092.243.330.700
Cartagena;2018;11;15;25;15;4;27;17;3;5.371.079.809.382.090;6.448.823.915.948.280
Bucaramanga;2023;7;16;13;12;11;26;8;2;34.666.537.984.873.000;6.569.935.743.631.730
Bucaramanga;2016;6;19;11;6;8;25;10;2;5.326.504.692.480.190;454.703.162.829.076
Cúcuta;2024;10;26;17;9;12;26;14;1;63.834.101.263.260.300;12.803.739.097.618.200
Barranquilla;2019;8;29;13;10;3;34;18;4;1.0;48.765.652.753.945
Manizales;2019;4;29;17;6;4;29;8;1;41.375.162.365.171.500;957.393.295.626.359
Cúcuta;2020;6;27;14;17;10;32;10;2;3.620.883.803.702.380;1.306.335.521.399.480
Cartagena;2019;11;27;16;8;7;22;9;2;2.430.843.903.482.620;3.910.291.980.526.700
Bucaramanga;2024;3;18;8;9;10;18;14;0;2.347.367.682.874.990;38.408.074.939.519.000
Bogotá;2024;10;23;13;10;10;35;18;2;31.114.825.658.396.700;6.036.280.353.931.950
Manizales;2023;12;25;13;12;13;36;15;4;3.408.890.527.406.210;31.046.836.499.535.600
Cartagena;2015;12;21;12;7;5;19;10;3;4.514.673.585.684.720;8.732.116.333.097.170
Barranquilla;2022;7;9;16;10;8;31;11;1;590.374.637.654.956;5.464.704.171.509.380
Cali;2020;6;21;11;9;8;37;9;2;25.894.877.549.110.100;5.469.137.825.693.610
Bogotá;2023;12;15;22;10;8;29;12;0;6.992.560.750.761.080;7.041.610.106.379.810
Cartagena;2024;6;21;13;11;7;24;20;3;564.356.306.797.481;6.355.656.932.506.160
Cali;2021;3;22;7;7;6;24;10;5;4.477.709.991.811.370;40.803.908.578.754.100
Pereira;2017;1;23;19;5;12;27;16;0;635.870.544.543.738;5.326.950.191.498.080
Barranquilla;2022;2;21;17;11;7;31;13;3;6.525.506.100.682.470;12.824.884.843.285.500
Cali;2024;11;15;19;7;9;33;12;2;4.227.657.564.759.240;7.094.456.249.653.580
Bogotá;2017;11;22;15;14;11;31;10;1;7.223.862.332.950.620;3.783.111.825.701.850
Santa Marta;2017;10;21;14;10;8;26;10;4;4.092.764.511.614.980;4.992.639.784.077.150
